cliente_id;idade;genero;uf;data_cadastro;faixa_etaria;dias_desde_cadastro;regiao
11434;22;F;SC;2021-08-17;18-25;1686;Sul
11435;58;F;ES;2021-07-02;55+;1732;Sudeste
11436;59;F;MG;2022-04-12;55+;1448;Sudeste
11437;30;F;RS;2023-04-18;26-35;1077;Sul
11438;64;F;SC;2021-07-23;55+;1711;Sul
11439;29;F;MG;2023-09-02;26-35;940;Sudeste
11440;22;F;ES;2022-09-15;18-25;1292;Sudeste
11441;54;F;MG;2023-12-28;46-55;823;Sudeste
11442;48;M;RJ;2023-05-19;46-55;1046;Sudeste
11443;45;F;ES;2022-07-04;36-45;1365;Sudeste
11444;45;F;ES;2025-09-30;36-45;181;Sudeste
11445;47;M;MG;2024-08-21;46-55;586;Sudeste
11446;35;F;RS;2022-08-27;26-35;1311;Sul
11447;61;F;SC;2025-12-05;55+;115;Sul
11448;44;F;PR;2023-01-25;36-45;1160;Sul
11449;52;M;RS;2022-09-20;46-55;1287;Sul
11450;43;F;RS;2023-10-13;36-45;899;Sul
11451;56;M;SP;2021-04-05;55+;1820;Sudeste
11452;35;F;RS;2025-10-15;26-35;166;Sul
11453;50;F;PR;2024-06-23;46-55;645;Sul
11454;42;F;RJ;2022-11-16;36-45;1230;Sudeste
11455;48;F;ES;2023-03-08;46-55;1118;Sudeste
11456;54;F;ES;2024-01-08;46-55;812;Sudeste
11457;19;F;RJ;2024-12-27;18-25;458;Sudeste
11458;50;M;SP;2024-07-27;46-55;611;Sudeste
11459;56;M;ES;2025-08-12;55+;230;Sudeste
11460;60;F;PR;2022-01-04;55+;1546;Sul
11461;60;F;RJ;2021-10-06;55+;1636;Sudeste
11462;49;F;ES;2021-12-17;46-55;1564;Sudeste
11463;35;M;PR;2024-06-03;26-35;665;Sul
11464;34;F;RJ;2022-02-10;26-35;1509;Sudeste
11465;51;F;RJ;2022-03-22;46-55;1469;Sudeste
11466;56;F;RJ;2021-11-19;55+;1592;Sudeste
11467;24;F;SP;2022-09-22;18-25;1285;Sudeste
11468;59;F;RJ;2021-03-14;55+;1842;Sudeste
11469;52;M;RS;2022-06-02;46-55;1397;Sul
11470;47;F;SC;2024-09-06;46-55;570;Sul
11471;29;M;MG;2021-01-22;26-35;1893;Sudeste
11472;52;Outro;MG;2021-06-28;46-55;1736;Sudeste
11473;28;F;RJ;2022-12-09;26-35;1207;Sudeste
11474;61;M;ES;2024-02-07;55+;782;Sudeste
11475;21;F;RS;2024-10-27;18-25;519;Sul
11476;42;M;RS;2025-09-17;36-45;194;Sul
11477;49;F;MG;2025-01-19;46-55;435;Sudeste
11478;37;F;PR;2025-05-10;36-45;324;Sul
11479;48;F;PR;2024-06-06;46-55;662;Sul
11480;21;M;ES;2023-07-27;18-25;977;Sudeste
11481;55;F;PR;2023-10-16;46-55;896;Sul
11482;64;F;SC;2023-08-06;55+;967;Sul
11483;18;F;ES;2022-06-15;18-25;1384;Sudeste
11484;20;M;PR;2021-12-30;18-25;1551;Sul
11485;54;F;RJ;2022-03-01;46-55;1490;Sudeste
11486;39;F;RS;2023-08-17;36-45;956;Sul
11487;34;F;PR;2024-05-24;26-35;675;Sul
11488;31;F;RS;2023-12-08;26-35;843;Sul
11489;58;M;RJ;2025-01-28;55+;426;Sudeste
11490;52;F;PR;2022-11-03;46-55;1243;Sul
11491;30;F;PR;2024-07-20;26-35;618;Sul
11492;52;M;PR;2025-06-20;46-55;283;Sul
11493;60;F;RJ;2023-11-20;55+;861;Sudeste
11494;19;F;PR;2025-07-15;18-25;258;Sul
11495;64;F;PR;2023-10-10;55+;902;Sul
11496;30;Outro;RS;2023-05-29;26-35;1036;Sul
11497;33;M;SC;2023-08-05;26-35;968;Sul
11498;35;F;SP;2023-09-15;26-35;927;Sudeste
11499;24;F;RJ;2024-04-28;18-25;701;Sudeste
11500;62;F;SC;2021-06-01;55+;1763;Sul
11501;53;M;MG;2024-10-31;46-55;515;Sudeste
11502;58;F;RS;2021-09-12;55+;1660;Sul
11503;47;F;ES;2022-12-04;46-55;1212;Sudeste
11504;59;F;RS;2022-10-16;55+;1261;Sul
11505;58;F;SP;2023-01-28;55+;1157;Sudeste
11506;24;F;SC;2023-11-24;18-25;857;Sul
11507;32;F;SC;2021-07-06;26-35;1728;Sul
11508;57;F;PR;2023-05-29;55+;1036;Sul
11509;36;F;MG;2025-01-12;36-45;442;Sudeste
11510;60;Outro;MG;2024-01-15;55+;805;Sudeste
11511;54;F;PR;2022-11-04;46-55;1242;Sul
11512;19;F;SC;2023-05-26;18-25;1039;Sul
11513;59;F;RS;2021-04-28;55+;1797;Sul
11514;30;M;SC;2025-07-05;26-35;268;Sul
11515;57;M;PR;2023-12-18;55+;833;Sul
11516;58;F;SP;2023-11-08;55+;873;Sudeste
11517;60;M;RJ;2023-05-21;55+;1044;Sudeste
11518;60;F;SP;2024-03-09;55+;751;Sudeste
11519;48;F;RJ;2022-04-03;46-55;1457;Sudeste
11520;33;M;MG;2022-12-07;26-35;1209;Sudeste
11521;59;F;ES;2022-10-04;55+;1273;Sudeste
11522;61;F;PR;2023-08-24;55+;949;Sul
11523;23;F;SP;2021-07-31;18-25;1703;Sudeste
11524;45;F;MG;2022-05-01;36-45;1429;Sudeste
11525;49;F;SP;2024-02-18;46-55;771;Sudeste
11526;61;F;SC;2023-06-10;55+;1024;Sul
11527;27;F;RJ;2025-04-27;26-35;337;Sudeste
11528;35;F;PR;2023-10-24;26-35;888;Sul
11529;21;F;SC;2024-06-06;18-25;662;Sul
11530;26;M;RJ;2024-06-06;26-35;662;Sudeste
11531;24;M;SC;2023-09-29;18-25;913;Sul
11532;25;F;RJ;2023-09-12;18-25;930;Sudeste
11533;60;F;RJ;2021-12-09;55+;1572;Sudeste
11534;24;F;SC;2024-03-10;18-25;750;Sul
11535;58;F;MG;2023-12-17;55+;834;Sudeste
11536;57;F;PR;2024-05-24;55+;675;Sul
11537;20;M;ES;2025-07-25;18-25;248;Sudeste
11538;34;F;SP;2024-02-12;26-35;777;Sudeste
11539;19;Outro;RS;2025-09-23;18-25;188;Sul
11540;32;F;RJ;2025-11-14;26-35;136;Sudeste
11541;63;M;PR;2021-10-21;55+;1621;Sul
11542;46;F;SP;2021-01-28;46-55;1887;Sudeste
11543;39;M;PR;2025-04-11;36-45;353;Sul
11544;21;F;SC;2025-06-08;18-25;295;Sul
11545;23;M;SP;2023-05-09;18-25;1056;Sudeste
11546;55;F;PR;2024-09-06;46-55;570;Sul
11547;43;F;ES;2025-10-04;36-45;177;Sudeste
11548;28;F;RS;2022-07-27;26-35;1342;Sul
11549;43;F;PR;2025-09-17;36-45;194;Sul
11550;34;M;RS;2025-11-17;26-35;133;Sul
11551;41;F;PR;2025-03-17;36-45;378;Sul
11552;45;F;RS;2023-07-17;36-45;987;Sul
11553;52;F;RJ;2025-11-14;46-55;136;Sudeste
11554;48;F;RS;2023-11-22;46-55;859;Sul
11555;30;M;RS;2025-11-06;26-35;144;Sul
11556;52;M;RJ;2024-12-05;46-55;480;Sudeste
11557;33;F;RJ;2022-02-01;26-35;1518;Sudeste
11558;32;F;SC;2023-11-07;26-35;874;Sul
11559;60;M;RS;2022-08-24;55+;1314;Sul
11560;35;M;PR;2023-12-12;26-35;839;Sul
11561;64;F;ES;2022-01-05;55+;1545;Sudeste
11562;54;M;SP;2021-06-13;46-55;1751;Sudeste
11563;58;F;RJ;2024-08-19;55+;588;Sudeste
11564;44;M;MG;2022-03-26;36-45;1465;Sudeste
11565;52;F;PR;2022-06-28;46-55;1371;Sul
11566;62;F;ES;2022-12-11;55+;1205;Sudeste
11567;52;F;ES;2025-03-06;46-55;389;Sudeste
11568;45;F;RJ;2021-12-17;36-45;1564;Sudeste
11569;56;F;SC;2022-01-14;55+;1536;Sul
11570;55;M;RJ;2025-01-02;46-55;452;Sudeste
11571;26;F;SC;2021-07-20;26-35;1714;Sul
11572;29;F;MG;2024-02-05;26-35;784;Sudeste
11573;32;F;MG;2022-05-20;26-35;1410;Sudeste
11574;38;M;RJ;2023-10-09;36-45;903;Sudeste
11575;52;M;SP;2024-11-08;46-55;507;Sudeste
11576;59;M;RS;2024-08-12;55+;595;Sul
11577;50;F;RJ;2023-11-18;46-55;863;Sudeste
11578;36;F;RJ;2021-12-03;36-45;1578;Sudeste
11579;40;F;ES;2021-10-14;36-45;1628;Sudeste
11580;30;F;RJ;2022-09-23;26-35;1284;Sudeste
11581;61;F;RJ;2024-09-28;55+;548;Sudeste
11582;18;F;RJ;2023-11-21;18-25;860;Sudeste
11583;46;M;SP;2022-10-28;46-55;1249;Sudeste
11584;41;M;ES;2025-12-01;36-45;119;Sudeste
11585;33;F;PR;2025-02-19;26-35;404;Sul
11586;42;F;PR;2025-07-01;36-45;272;Sul
11587;40;F;PR;2024-06-28;36-45;640;Sul
11588;45;F;PR;2024-10-18;36-45;528;Sul
11589;64;F;ES;2021-04-17;55+;1808;Sudeste
11590;33;M;RJ;2022-05-21;26-35;1409;Sudeste
11591;60;F;PR;2025-01-05;55+;449;Sul
11592;55;M;RJ;2021-04-27;46-55;1798;Sudeste
11593;28;F;RS;2024-06-22;26-35;646;Sul
11594;20;F;RS;2021-03-20;18-25;1836;Sul
11595;32;M;PR;2023-01-11;26-35;1174;Sul
11596;18;M;SP;2025-02-18;18-25;405;Sudeste
11597;24;M;RJ;2021-01-23;18-25;1892;Sudeste
11598;18;M;ES;2024-05-05;18-25;694;Sudeste
11599;49;F;SC;2021-12-27;46-55;1554;Sul
11600;26;F;SP;2022-12-01;26-35;1215;Sudeste
11601;46;F;SC;2024-12-21;46-55;464;Sul
11602;43;Outro;SP;2021-08-05;36-45;1698;Sudeste
11603;40;F;ES;2023-09-17;36-45;925;Sudeste
11604;62;F;SP;2025-11-18;55+;132;Sudeste
11605;60;F;RS;2025-08-17;55+;225;Sul
11606;46;M;RJ;2022-12-08;46-55;1208;Sudeste
11607;55;M;MG;2022-09-20;46-55;1287;Sudeste
11608;50;Outro;MG;2024-05-04;46-55;695;Sudeste
11609;24;F;PR;2022-07-21;18-25;1348;Sul
11610;29;F;RS;2025-09-07;26-35;204;Sul
11611;48;F;PR;2022-03-19;46-55;1472;Sul
11612;49;F;RJ;2025-01-22;46-55;432;Sudeste
11613;37;F;ES;2022-04-04;36-45;1456;Sudeste
11614;34;F;RJ;2025-02-16;26-35;407;Sudeste
11615;53;F;PR;2021-05-24;46-55;1771;Sul
11616;20;Outro;SP;2021-11-10;18-25;1601;Sudeste
11617;18;F;SC;2023-05-25;18-25;1040;Sul
11618;44;Outro;RS;2022-12-30;36-45;1186;Sul
11619;64;F;RJ;2024-07-04;55+;634;Sudeste
11620;57;F;RJ;2022-10-01;55+;1276;Sudeste
11621;50;F;ES;2022-04-19;46-55;1441;Sudeste
11622;37;F;PR;2022-11-16;36-45;1230;Sul
11623;31;F;RJ;2022-08-29;26-35;1309;Sudeste
11624;53;M;SP;2025-03-03;46-55;392;Sudeste
11625;22;M;SC;2023-06-21;18-25;1013;Sul
11626;40;M;SP;2024-05-27;36-45;672;Sudeste
11627;62;F;MG;2025-05-07;55+;327;Sudeste
11628;32;M;PR;2025-04-04;26-35;360;Sul
11629;23;F;SP;2024-10-13;18-25;533;Sudeste
11630;50;F;ES;2024-06-14;46-55;654;Sudeste
11631;36;F;SC;2025-09-03;36-45;208;Sul
11632;30;F;PR;2021-10-02;26-35;1640;Sul
11633;46;M;SP;2025-08-23;46-55;219;Sudeste
11634;23;M;RJ;2023-01-22;18-25;1163;Sudeste
11635;32;F;PR;2025-05-20;26-35;314;Sul
11636;33;F;SP;2021-08-05;26-35;1698;Sudeste
11637;41;F;RS;2025-05-02;36-45;332;Sul
11638;40;F;RJ;2024-11-21;36-45;494;Sudeste
11639;27;F;MG;2024-01-03;26-35;817;Sudeste
11640;58;F;SC;2022-11-07;55+;1239;Sul
11641;58;F;PR;2022-12-11;55+;1205;Sul
11642;34;F;PR;2023-07-12;26-35;992;Sul
11643;61;F;SP;2024-09-13;55+;563;Sudeste
11644;62;F;MG;2022-02-12;55+;1507;Sudeste
11645;47;F;ES;2021-05-28;46-55;1767;Sudeste
11646;61;F;SP;2024-01-15;55+;805;Sudeste
11647;63;F;SP;2025-03-25;55+;370;Sudeste
11648;27;M;ES;2022-05-18;26-35;1412;Sudeste
11649;36;F;ES;2025-11-24;36-45;126;Sudeste
11650;46;M;ES;2021-08-20;46-55;1683;Sudeste
11651;19;F;SC;2022-05-13;18-25;1417;Sul
11652;53;F;ES;2022-02-27;46-55;1492;Sudeste
11653;36;M;RS;2025-01-30;36-45;424;Sul
11654;24;F;ES;2021-09-04;18-25;1668;Sudeste
11655;43;F;RJ;2024-10-25;36-45;521;Sudeste
11656;32;F;RJ;2025-03-17;26-35;378;Sudeste
11657;64;F;ES;2021-04-15;55+;1810;Sudeste
11658;55;F;SC;2021-08-22;46-55;1681;Sul
11659;20;F;SC;2025-01-21;18-25;433;Sul
11660;55;F;MG;2024-07-04;46-55;634;Sudeste
11661;33;F;SC;2022-04-20;26-35;1440;Sul
11662;19;F;RS;2025-06-05;18-25;298;Sul
11663;48;Outro;RS;2025-07-17;46-55;256;Sul
11664;45;F;MG;2023-10-01;36-45;911;Sudeste
11665;24;F;ES;2024-04-10;18-25;719;Sudeste
11666;47;F;SC;2024-07-20;46-55;618;Sul
11667;60;F;RJ;2023-01-29;55+;1156;Sudeste
11668;24;F;MG;2023-05-25;18-25;1040;Sudeste
11669;53;F;RJ;2024-05-02;46-55;697;Sudeste
11670;46;F;RS;2021-04-22;46-55;1803;Sul
11671;41;M;SP;2021-01-23;36-45;1892;Sudeste
11672;56;F;RS;2023-07-26;55+;978;Sul
11673;21;M;RS;2021-11-11;18-25;1600;Sul
11674;46;F;RJ;2021-07-21;46-55;1713;Sudeste
11675;61;Outro;ES;2025-03-05;55+;390;Sudeste
11676;22;F;SC;2022-09-10;18-25;1297;Sul
11677;46;Outro;RS;2022-08-29;46-55;1309;Sul
11678;47;M;SC;2023-09-22;46-55;920;Sul
11679;46;M;PR;2021-01-25;46-55;1890;Sul
11680;43;F;ES;2022-10-19;36-45;1258;Sudeste
11681;36;F;SP;2025-03-12;36-45;383;Sudeste
11682;43;F;SC;2024-10-21;36-45;525;Sul
11683;54;F;RJ;2022-06-15;46-55;1384;Sudeste
11684;44;F;MG;2025-10-12;36-45;169;Sudeste
11685;47;F;RS;2025-06-06;46-55;297;Sul
11686;47;Outro;ES;2021-02-15;46-55;1869;Sudeste
11687;20;F;SC;2023-11-25;18-25;856;Sul
11688;60;Outro;MG;2021-07-21;55+;1713;Sudeste
11689;24;F;RJ;2025-04-08;18-25;356;Sudeste
11690;26;F;SC;2021-12-31;26-35;1550;Sul
11691;58;F;SP;2022-04-15;55+;1445;Sudeste
11692;59;F;RS;2024-08-16;55+;591;Sul
11693;30;F;RS;2023-02-16;26-35;1138;Sul
11694;32;F;ES;2022-02-20;26-35;1499;Sudeste
11695;22;F;MG;2024-10-01;18-25;545;Sudeste
11696;46;F;SC;2024-10-04;46-55;542;Sul
11697;52;M;RS;2022-11-30;46-55;1216;Sul
11698;44;F;ES;2023-03-21;36-45;1105;Sudeste
11699;44;F;SC;2021-07-09;36-45;1725;Sul
11700;25;F;ES;2024-11-27;18-25;488;Sudeste
11701;49;F;MG;2025-11-11;46-55;139;Sudeste
11702;37;Outro;SP;2021-12-15;36-45;1566;Sudeste
11703;27;F;ES;2022-01-08;26-35;1542;Sudeste
11704;30;F;SP;2025-07-21;26-35;252;Sudeste
11705;46;F;SP;2025-03-09;46-55;386;Sudeste
11706;52;M;RS;2024-08-07;46-55;600;Sul
11707;25;F;RS;2023-09-12;18-25;930;Sul
11708;46;F;RJ;2023-09-14;46-55;928;Sudeste
11709;48;M;SC;2021-04-21;46-55;1804;Sul
11710;58;F;MG;2025-04-28;55+;336;Sudeste
11711;47;F;RJ;2025-03-07;46-55;388;Sudeste
11712;39;F;PR;2024-08-17;36-45;590;Sul
11713;38;F;RS;2022-10-08;36-45;1269;Sul
11714;29;M;SC;2023-11-03;26-35;878;Sul
11715;28;F;RJ;2022-06-07;26-35;1392;Sudeste
11716;19;F;ES;2024-01-31;18-25;789;Sudeste
11717;58;M;ES;2021-07-16;55+;1718;Sudeste
11718;19;F;ES;2024-11-15;18-25;500;Sudeste
11719;51;M;PR;2021-02-24;46-55;1860;Sul
11720;20;F;SP;2021-07-02;18-25;1732;Sudeste
11721;33;F;RS;2023-11-09;26-35;872;Sul
11722;21;F;ES;2021-12-29;18-25;1552;Sudeste
11723;40;F;SC;2025-12-03;36-45;117;Sul
11724;37;M;SC;2022-04-18;36-45;1442;Sul
11725;42;F;RS;2021-01-09;36-45;1906;Sul
11726;47;F;RJ;2022-10-22;46-55;1255;Sudeste
11727;35;F;SP;2021-01-25;26-35;1890;Sudeste
11728;59;F;RJ;2024-08-22;55+;585;Sudeste
11729;28;F;RJ;2025-05-27;26-35;307;Sudeste
11730;46;F;ES;2024-12-28;46-55;457;Sudeste
11731;34;F;RJ;2024-12-16;26-35;469;Sudeste
11732;43;F;RS;2023-12-17;36-45;834;Sul
11733;40;M;PR;2025-04-07;36-45;357;Sul
11734;37;Outro;SC;2023-04-04;36-45;1091;Sul
11735;62;F;SC;2025-04-21;55+;343;Sul
11736;19;F;SC;2024-04-17;18-25;712;Sul
11737;41;F;RS;2021-03-09;36-45;1847;Sul
11738;48;F;SP;2025-02-28;46-55;395;Sudeste
11739;44;M;ES;2023-10-22;36-45;890;Sudeste
11740;19;F;ES;2021-02-17;18-25;1867;Sudeste
11741;31;F;RS;2024-12-11;26-35;474;Sul
11742;21;F;RJ;2025-08-15;18-25;227;Sudeste
11743;30;Outro;RJ;2023-08-03;26-35;970;Sudeste
11744;53;M;MG;2024-05-05;46-55;694;Sudeste
11745;52;M;MG;2025-05-13;46-55;321;Sudeste
11746;61;F;ES;2023-12-08;55+;843;Sudeste
11747;25;F;RS;2021-12-21;18-25;1560;Sul
11748;19;M;ES;2024-06-11;18-25;657;Sudeste
11749;23;F;RJ;2023-10-07;18-25;905;Sudeste
11750;48;F;RS;2022-03-13;46-55;1478;Sul
11751;27;F;PR;2022-12-01;26-35;1215;Sul
11752;61;F;PR;2022-09-18;55+;1289;Sul
11753;38;F;SC;2021-03-31;36-45;1825;Sul
11754;59;M;RJ;2022-01-04;55+;1546;Sudeste
11755;27;F;RS;2023-07-28;26-35;976;Sul
11756;40;M;MG;2024-04-07;36-45;722;Sudeste
11757;20;M;MG;2024-10-18;18-25;528;Sudeste
11758;49;Outro;PR;2023-08-13;46-55;960;Sul
11759;37;F;ES;2024-04-15;36-45;714;Sudeste
11760;27;F;RJ;2022-05-15;26-35;1415;Sudeste
11761;46;F;SC;2022-12-05;46-55;1211;Sul
11762;58;F;SC;2021-05-13;55+;1782;Sul
11763;63;F;ES;2021-06-21;55+;1743;Sudeste
11764;51;F;MG;2025-04-03;46-55;361;Sudeste
11765;54;F;PR;2023-02-02;46-55;1152;Sul
11766;37;F;ES;2022-03-17;36-45;1474;Sudeste
11767;25;M;MG;2023-09-12;18-25;930;Sudeste
11768;24;M;MG;2021-04-22;18-25;1803;Sudeste
11769;23;F;RS;2023-11-30;18-25;851;Sul
11770;28;M;SC;2021-04-12;26-35;1813;Sul
11771;61;F;MG;2024-10-24;55+;522;Sudeste
11772;35;F;ES;2024-04-12;26-35;717;Sudeste
11773;59;F;SP;2021-12-07;55+;1574;Sudeste
11774;46;F;PR;2023-07-09;46-55;995;Sul
11775;42;M;MG;2023-03-25;36-45;1101;Sudeste
11776;38;F;ES;2021-07-15;36-45;1719;Sudeste
11777;63;M;SC;2025-05-27;55+;307;Sul
11778;20;F;RJ;2024-04-20;18-25;709;Sudeste
11779;35;F;SC;2025-11-12;26-35;138;Sul
11780;41;F;RS;2024-09-08;36-45;568;Sul
11781;64;F;PR;2024-02-11;55+;778;Sul
11782;55;F;RJ;2025-08-26;46-55;216;Sudeste
11783;27;M;RJ;2025-04-24;26-35;340;Sudeste
11784;44;F;SC;2024-06-12;36-45;656;Sul
11785;29;M;ES;2022-05-20;26-35;1410;Sudeste
11786;24;F;SC;2023-12-31;18-25;820;Sul
11787;34;F;SP;2021-08-07;26-35;1696;Sudeste
11788;18;F;ES;2025-03-21;18-25;374;Sudeste
11789;43;F;ES;2025-11-12;36-45;138;Sudeste
11790;32;F;PR;2021-06-14;26-35;1750;Sul
11791;50;M;RS;2025-03-17;46-55;378;Sul
11792;54;F;RS;2022-01-16;46-55;1534;Sul
11793;64;F;ES;2024-04-22;55+;707;Sudeste
11794;48;F;PR;2022-01-04;46-55;1546;Sul
11795;52;F;MG;2025-01-11;46-55;443;Sudeste
11796;18;F;PR;2021-01-08;18-25;1907;Sul
11797;25;F;RS;2025-07-02;18-25;271;Sul
11798;29;M;ES;2024-11-06;26-35;509;Sudeste
11799;36;M;MG;2024-11-06;36-45;509;Sudeste
11800;42;F;MG;2022-03-24;36-45;1467;Sudeste
11801;49;M;SP;2025-09-17;46-55;194;Sudeste
11802;29;F;SC;2024-03-23;26-35;737;Sul
11803;30;F;ES;2021-02-03;26-35;1881;Sudeste
11804;45;M;RJ;2022-05-12;36-45;1418;Sudeste
11805;18;F;SC;2023-05-14;18-25;1051;Sul
11806;23;F;ES;2021-01-22;18-25;1893;Sudeste
11807;25;F;RJ;2024-11-04;18-25;511;Sudeste
11808;21;M;SC;2024-03-17;18-25;743;Sul
11809;22;F;RS;2022-10-25;18-25;1252;Sul
11810;42;F;SP;2025-05-22;36-45;312;Sudeste
11811;39;F;ES;2022-08-13;36-45;1325;Sudeste
11812;45;F;SC;2025-11-03;36-45;147;Sul
11813;56;M;SP;2025-04-24;55+;340;Sudeste
11814;40;F;RJ;2022-11-08;36-45;1238;Sudeste
11815;21;F;PR;2024-01-28;18-25;792;Sul
11816;21;F;RS;2025-07-23;18-25;250;Sul
11817;64;F;ES;2025-04-04;55+;360;Sudeste
11818;38;Outro;MG;2021-09-28;36-45;1644;Sudeste
11819;54;F;MG;2021-01-01;46-55;1914;Sudeste
11820;58;M;SP;2021-10-14;55+;1628;Sudeste
11821;19;F;RS;2024-04-18;18-25;711;Sul
11822;24;F;PR;2023-07-28;18-25;976;Sul
11823;33;Outro;MG;2024-07-03;26-35;635;Sudeste
11824;34;F;MG;2024-04-12;26-35;717;Sudeste
11825;37;F;ES;2023-05-04;36-45;1061;Sudeste
11826;40;Outro;MG;2021-02-19;36-45;1865;Sudeste
11827;51;M;RS;2025-04-05;46-55;359;Sul
11828;28;F;RS;2022-09-09;26-35;1298;Sul
11829;51;F;RJ;2021-07-09;46-55;1725;Sudeste
11830;50;F;SP;2025-11-10;46-55;140;Sudeste
11831;43;M;RS;2023-12-03;36-45;848;Sul
11832;19;F;SC;2025-03-21;18-25;374;Sul
11833;40;F;MG;2023-01-30;36-45;1155;Sudeste
11834;58;F;ES;2021-03-07;55+;1849;Sudeste
11835;39;F;SC;2022-01-31;36-45;1519;Sul
11836;51;F;RJ;2024-06-28;46-55;640;Sudeste
11837;32;F;SC;2021-05-08;26-35;1787;Sul
11838;27;F;MG;2022-11-28;26-35;1218;Sudeste
11839;32;F;SP;2021-07-07;26-35;1727;Sudeste
11840;59;M;SP;2024-04-21;55+;708;Sudeste
11841;46;F;RS;2025-05-26;46-55;308;Sul
11842;40;F;SP;2022-08-01;36-45;1337;Sudeste
11843;34;Outro;MG;2023-04-21;26-35;1074;Sudeste
11844;26;F;RJ;2023-02-01;26-35;1153;Sudeste
11845;53;F;RS;2022-10-29;46-55;1248;Sul
11846;26;Outro;PR;2024-12-06;26-35;479;Sul
11847;33;F;SC;2023-07-22;26-35;982;Sul
11848;53;F;RS;2021-03-20;46-55;1836;Sul
11849;50;M;SP;2023-11-09;46-55;872;Sudeste
11850;48;M;RJ;2025-02-10;46-55;413;Sudeste
11851;23;M;ES;2021-02-14;18-25;1870;Sudeste
11852;27;M;ES;2025-12-03;26-35;117;Sudeste
11853;33;F;RJ;2024-05-30;26-35;669;Sudeste
11854;21;F;ES;2021-05-09;18-25;1786;Sudeste
11855;39;F;ES;2022-09-10;36-45;1297;Sudeste
11856;30;F;SP;2023-02-02;26-35;1152;Sudeste
11857;33;F;MG;2025-07-15;26-35;258;Sudeste
11858;46;F;MG;2024-06-07;46-55;661;Sudeste
11859;23;M;MG;2023-03-04;18-25;1122;Sudeste
11860;43;M;MG;2024-06-04;36-45;664;Sudeste
11861;28;F;RJ;2022-02-01;26-35;1518;Sudeste
11862;41;F;RS;2021-10-02;36-45;1640;Sul
11863;46;M;SP;2021-05-18;46-55;1777;Sudeste
11864;20;F;RJ;2024-04-11;18-25;718;Sudeste
11865;27;F;SC;2024-09-12;26-35;564;Sul
11866;18;F;SC;2023-02-22;18-25;1132;Sul
11867;60;F;ES;2021-08-03;55+;1700;Sudeste
11868;43;Outro;SP;2021-08-16;36-45;1687;Sudeste
11869;29;Outro;PR;2021-04-17;26-35;1808;Sul
11870;31;F;MG;2021-06-08;26-35;1756;Sudeste
11871;42;F;SC;2024-03-05;36-45;755;Sul
11872;25;M;SC;2025-11-22;18-25;128;Sul
11873;60;F;ES;2021-01-30;55+;1885;Sudeste
11874;21;M;MG;2024-01-27;18-25;793;Sudeste
11875;45;F;MG;2022-09-01;36-45;1306;Sudeste
11876;24;F;MG;2023-02-08;18-25;1146;Sudeste
11877;27;F;RS;2023-02-23;26-35;1131;Sul
11878;53;F;SC;2023-06-01;46-55;1033;Sul
11879;19;F;PR;2025-03-27;18-25;368;Sul
11880;43;F;ES;2023-07-12;36-45;992;Sudeste
11881;31;F;MG;2021-12-08;26-35;1573;Sudeste
11882;33;F;MG;2021-06-17;26-35;1747;Sudeste
11883;60;F;SP;2024-05-19;55+;680;Sudeste
11884;59;F;MG;2022-11-15;55+;1231;Sudeste
11885;34;Outro;SP;2022-09-24;26-35;1283;Sudeste
11886;63;F;ES;2024-04-23;55+;706;Sudeste
11887;39;F;ES;2022-03-08;36-45;1483;Sudeste
11888;21;F;ES;2024-12-18;18-25;467;Sudeste
11889;36;M;SP;2021-02-08;36-45;1876;Sudeste
11890;19;F;SC;2023-09-07;18-25;935;Sul
11891;56;F;SC;2022-01-22;55+;1528;Sul
11892;26;F;RS;2023-02-08;26-35;1146;Sul
11893;36;M;PR;2023-03-02;36-45;1124;Sul
11894;33;M;RS;2023-01-12;26-35;1173;Sul
11895;42;F;PR;2025-01-14;36-45;440;Sul
11896;35;F;RS;2024-02-13;26-35;776;Sul
11897;40;F;SC;2022-02-05;36-45;1514;Sul
11898;38;F;RS;2024-08-20;36-45;587;Sul
11899;28;M;SC;2025-06-15;26-35;288;Sul
11900;56;F;MG;2024-08-25;55+;582;Sudeste
11901;58;F;ES;2025-05-16;55+;318;Sudeste
11902;21;F;SC;2024-02-01;18-25;788;Sul
11903;42;F;RJ;2025-10-17;36-45;164;Sudeste
11904;49;F;SC;2021-04-12;46-55;1813;Sul
11905;47;Outro;MG;2022-10-17;46-55;1260;Sudeste
11906;62;F;SC;2024-01-19;55+;801;Sul
11907;43;F;PR;2024-02-16;36-45;773;Sul
11908;53;F;PR;2024-03-08;46-55;752;Sul
11909;51;F;RS;2023-06-22;46-55;1012;Sul
11910;26;F;ES;2024-08-19;26-35;588;Sudeste
11911;29;F;SP;2023-01-22;26-35;1163;Sudeste
11912;19;F;MG;2025-07-30;18-25;243;Sudeste
11913;55;F;SP;2025-03-21;46-55;374;Sudeste
11914;22;F;PR;2024-05-17;18-25;682;Sul
11915;22;F;RS;2021-03-28;18-25;1828;Sul
11916;39;F;ES;2023-05-09;36-45;1056;Sudeste
11917;22;F;PR;2021-11-15;18-25;1596;Sul
11918;21;F;ES;2023-08-25;18-25;948;Sudeste
11919;26;F;SC;2023-06-06;26-35;1028;Sul
